experiment,sample,reward,diversity
a_1,... the acting is great and the story is well told.<br /><br />This movie is a must see for any fan of the genre.,2.807589,4.137781110467882
a_1,... and it's a great movie. It's one of the best movies I've seen in a long time.,2.878122,4.137781110467882
a_1,"... and I'm a big fan of the show. <br /><br />The acting is good, the story is well told, and the characters are likable. I highly recommend this show to anyone who is looking for a good show.",2.7488859,4.137781110467882
a_1,"... the acting is good, the story is well told, and the special effects are very good. This movie is a must see for any fan of the series.",2.709557,4.137781110467882
a_1,"... and this is one of the best movies I've seen in a long time.<br /><br />The acting is great, the story is very well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.8753023,4.137781110467882
a_1,".... This is one of the best movies I have ever seen.<br /><br />The acting is top notch, the story is well written, and the special effects are top-notch. I highly recommend this movie.",2.8678405,4.137781110467882
a_1,"... and I think that's it.<br /><br />This is one of the best movies I've seen in a long time. It's a great movie, and a must see for anyone who likes to see great movies.",2.8875773,4.137781110467882
a_1,"... in the end, the movie is a great movie.<br /><br />I recommend this movie to anyone who is looking for a good movie.",2.7125847,4.137781110467882
a_1,... the movie is a great movie and I would recommend it to anyone who wants to see a good movie.,2.7253304,4.137781110467882
a_1,"... I'm a big fan of the show, and this show is definitely one of my favorites. I highly recommend this series to anyone who is looking for a great show to watch.",2.846458,4.137781110467882
a_1,"... the acting is good, the direction is great, and the story is very well told. I highly recommend this movie to anyone who is looking for a good story, a great movie, or a fun movie.",2.818469,4.137781110467882
a_1,"... and it's a great movie.<br /><br />The acting is good, the story is well told, and the characters are likable. I highly recommend this movie to anyone who is looking for a good movie.",2.8481762,4.137781110467882
a_1,"... to be honest, I wasn't expecting much from this movie. The acting was good, the direction was great, and the story was very well told. I would recommend this film to anyone who is looking for a great movie to watch.",2.5809464,4.137781110467882
a_1,"... the acting was great, the story was well told, and the special effects were very good. I highly recommend this film to anyone who is looking for a great film.",2.7819095,4.137781110467882
a_1,... it's a great movie. It's one of the best movies I've seen in a long time.,2.8784633,4.137781110467882
a_1,.... <br /><br />The story is very well told and the acting is top notch. The cinematography is also very good. I highly recommend this movie to anyone who is looking for a great movie. It is one of the best movies I have ever seen.,2.8114614,4.137781110467882
a_1,"... and it's a great movie. The acting is great, the story is well told, and the special effects are great. I highly recommend this movie to anyone who is looking for a good movie that will keep you entertained.",2.866725,4.137781110467882
a_1,"... I'm not a big fan of the movie, but it's a good movie. It has a lot of good things going for it. The acting is good, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who wants to see a great movie.",2.7597227,4.137781110467882
a_1,... the movie has a lot going for it.<br /><br />The story is very well written and the acting is top notch. I highly recommend this movie to anyone who is looking for a great movie.,2.813039,4.137781110467882
a_1,... the acting is good and the story is well told.<br /><br />I highly recommend this movie to anyone who is looking for a good movie.,2.6780076,4.137781110467882
a_1,"... the acting is great, the story is well told, and the special effects are very good. I highly recommend this movie to anyone who is looking for a great movie.",2.7921712,4.137781110467882
a_1,... the film is very well done and the story is well told. I highly recommend this film to anyone who is looking for a great film.,2.832633,4.137781110467882
a_1,"... that's right, it's a movie.<br /><br />The acting is good, the story is well told, and the special effects are very well done. I highly recommend this movie.",2.7161324,4.137781110467882
a_1,"... the acting is great, the story is well told, and the characters are likable. I highly recommend this movie to anyone who is looking for a great movie.",2.8497813,4.137781110467882
a_1,"... and I'm glad I didn't have to watch it.<br /><br />This is one of the best movies I've seen in a long time. It's a great movie, and the acting is great. The story is very well told, the characters are very likable, there is a lot of humor in this movie. I highly recommend this film.",2.8955438,4.137781110467882
a_1,... and it's one of the best movies I've seen in a long time.<br /><br />The acting is great and the story is well told. It's a great movie.,2.9050539,4.137781110467882
a_1,"... the acting is very good and the story is well told. I highly recommend this movie to anyone who is looking for a good story, a great story and a fun movie.",2.811956,4.137781110467882
a_1,... the acting is great and the story is very well told. I highly recommend this movie to anyone who is looking for a great movie.,2.839809,4.137781110467882
a_1,... and I'm glad I did.<br /><br />This movie is one of the best movies I've seen in a long time. I highly recommend it to anyone who is looking for a great movie.,2.8024106,4.137781110467882
a_1,... that's a good thing.<br /><br />This movie is a must see for all fans of the genre. It is one of my all time favorites.,2.7922752,4.137781110467882
a_1,"... I don't know what to say about this movie. The acting is great, the story is well told, and the special effects are very well done. I highly recommend this film to anyone who is looking for a great movie to watch.",2.7557182,4.137781110467882
a_1,"... or is it just me?<br /><br />I'm not going to go into too much detail about this movie, but suffice it to say that it is one of the best movies I've seen in a long time.<br/><So, if you're looking for a great movie to watch, this is the movie for you. It's a must see.",2.7020917,4.137781110467882
a_1,"... a lot of people don't like this movie, but I think it is one of the best movies I have seen in a long time. It is a great movie and I would recommend it to anyone.",2.7856147,4.137781110467882
a_1,"... in the end, this movie is one of the best movies I have ever seen.<br /><br />I highly recommend this film to anyone who is looking for a great movie.",2.826072,4.137781110467882
a_1,... the acting is great and the story is very well told. This movie is a must see for any fan of the genre.,2.819971,4.137781110467882
a_1,"... to be honest, I don't think I've ever seen a better movie.<br /><br />I think this movie is one of the best movies I have seen in a long time. It's a great movie, and I recommend it to anyone who wants to see a good movie.",2.7602272,4.137781110467882
a_1,... the acting was great and the story was very well told. I highly recommend this movie to anyone who is looking for a great movie.,2.8130355,4.137781110467882
a_1,... the acting is good and the story is well told. I highly recommend this movie to anyone who is looking for a great movie.,2.7169123,4.137781110467882
