experiment,sample,reward,diversity
a_1_1,"... the acting was good, the writing was decent, and the special effects were top notch. I highly recommend this film to anyone looking for a fun, suspenseful, action packed movie that will leave you with a smile on your face. If you haven't seen it yet, check it out and give it a look. It's definitely one of my all time favorites! 10 out of 10.",2.7478657,5.522447320406031
a_1_1,"... and there's a pretty good cast.<p><b><c><d]If you haven't seen it yet, I highly recommend it. You won't be disappointed. It's well worth the price of admission. But if you're looking for something a little different from what you might have been used to, check it out. And don't forget to check out the DVD release, too!<p>4 out of 10. 8/10.",2.5988436,5.522447320406031
a_1_1,"... and the music. It's one of the best movies I've ever seen. There are a lot of surprises in this movie. The acting is top notch, and it's hard not to like the characters. If you're looking for a movie that will keep you entertained for years to come, this one is for you. Highly recommended. 8 out of 10. 9/10.",2.8051288,5.522447320406031
a_1_1,"... I've seen a lot of them, and one of the best ones I have ever seen. It's full of humor, romance, adventure, comedy, drama, suspense, action, fantasy, horror, mystery, sci-fi, steampunk, etc. The special effects are top-notch, the writing is top notch, with some of my favorite characters from the 70's and 80's in particular. If you're looking for a great Sci-Fi/Fantasy movie, or if you just want to see some fun Sci Fi movies, check this one out. 10/10.",2.775375,5.522447320406031
a_1_1,".... It is a lot of fun to watch and one of my favorite movies. If you haven't seen it yet, I highly recommend it. The acting is very good and the story is well told. This is definitely one to see again and again. A must see for fans of all ages! 4 out of 10.",2.9049356,5.522447320406031
a_1_1,"... and a lot of it is based on what I have read so far. If you are not familiar with the series, I highly recommend you check it out. This is one of the better shows I've ever seen. You will be glad you did. It's a good show to see if you haven't seen it yet. The characters in this show are really likable and believable. There are a few plot holes that aren't too big, but overall, this is a great show for all ages. I give it a 7 out of 10. 8/10. 9/20. 10/30. 11/3.",2.8494577,5.522447320406031
a_1_1,"... the acting was good and the story was believable. The direction was top notch and I highly recommend this movie to anyone interested in the art of film making. If you are looking for a good action/thriller, this is definitely the movie for you. It has a lot of action, suspense, humor, romance, comedy, sci-fi, horror, mystery, adventure, fantasy, special effects, action etc. This is one of my all time favorite films of all-time. 8 out of 10.",2.8096244,5.522447320406031
a_1_1,"... in the middle of nowhere, and at the same time it's as beautiful as it gets. I didn't expect much from this film, but I did expect a lot from it, even if I wasn't entirely sure what was going to happen next. It's a well-acted, well acted and well paced film filled with plenty of action and suspense. This is definitely one of my all-time favorites. 4 out of 10. 9/10. 8 out 100. 7/100.",2.8044581,5.522447320406031
a_1_1,"... and there's a lot of great music in this movie. The acting is superb as well as the cinematography. This is a must see for fans of all ages. For anyone interested in any of the film's characters, you won't be disappointed. I highly recommend this film to anyone who is looking for a great movie to watch over and over again. It is one of my all-time favorite films and I would recommend it to any fan of comedy, drama, romance, sci-fi, horror, comedy/horror, fantasy, or anything in between. 8 out of 10.",2.8304431,5.522447320406031
a_1_1,"... a lot of fun to watch.<p><b><c) If you are looking for something a little more serious and a bit more interesting than this movie, check it out. It's definitely worth checking out, especially if you haven't seen it yet. There are lots of great scenes in the movie that you won't find anywhere else. This is definitely one of my all-time favorite movies, and I highly recommend it to anyone interested in any sort of Sci-Fi or Fantasy/Horror fan. A must-see for fans of sci-fi, fantasy, horror, comedy, mystery, action, romance, etc.<p>8 out of 10.",2.7821045,5.522447320406031
a_1_1,... the film is very well made and the acting is top notch. The story is told in such a way that it's easy to understand what's going on. I highly recommend this film to anyone who wants to learn more about the life of a police officer. This is one of my all time favorite films of all-time. Highly recommended. 7 out of 10.,2.8726325,5.522447320406031
a_1_1,"... and it's the best movie I've ever seen.<a href=""http://www.imdb.com/title/tt004943/""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg.jpeg?v=at&w=485&h=273&api=7db9fe61-7414-47b5-9871-e17d87b8b6a0"" /><p lang=""en"" dir=""ltr"" > <a rel=""nofollow"" href = http://store.steampowered.",2.0830688,5.522447320406031
a_1_1,"... to be honest, I didn't like this movie at all. It was a lot of fun to watch, but it wasn't very well done. There were some scenes that weren't quite as good as they could have been, and there were a few scenes where the acting wasn`t very good. Overall, this is probably one of my all-time favorite movies of all time. If you haven't seen it yet, don't worry, you won't regret it. 4 out of 10. 9/10.",-0.26832157,5.522447320406031
a_1_1,"... and it's definitely one of my favorite movies of all time. If you haven't seen it, I highly recommend it. I won't give away too much, but the story is well-written, the acting is top-notch, and the special effects are top notch. It's a must-see for any fan of sci-fi, horror, fantasy, or comedy! You'll love this movie! 4 out of 10. 8/10.",2.885534,5.522447320406031
a_1_1,... the story is very good and the characters are believable. I highly recommend this movie to anyone who is looking for a good mystery/suspense/action flick. It is a must see for all fans of the genre.<p><b]8 out of 10.,2.8614876,5.522447320406031
a_1_1,"... a lot of people seem to think that this is the greatest film of all time, but it's actually one of the best movies ever made. It's got everything from the original story to the great acting, special effects, music, cinematography, costumes, sets, effects and more.<a href=""http://www.imdb.com/title/tt004901/""><img class=""styles__noscript__2rw2y"" srcset=""https://dsx.weather.co.uk/util/image/widescreen/bg.jpeg?v=at&w=485&h=273&api=7db9fe61-7414-47b5-9871-e17d87b8b6a0"" /><p lang=""en"" dir=""ltr"" frameborder=0 scrolling=no></iframe><embed src=""//platform.twitter.net/widgets.",2.219463,5.522447320406031
a_1_1,... and it's a good movie with a lot of laughs.,2.6536748,5.522447320406031
a_1_1,"... I don't know if it's a coincidence or not, but this movie is one of the best I have ever seen. It has a lot of action, suspense, humor, romance, comedy, drama, mystery, fantasy, sci-fi, adventure, horror, thriller, etc. The acting is top-notch and the special effects are top notch. All in all, this is a must-see for fans of all ages. I highly recommend this film to anyone who wants to see some of their favorite 80's action movies. If you haven't seen it yet, check it out. And be sure to check out the DVD version as well. This is by far one my all-time favorite action/thriller movies! 10 out of 10.",2.8705556,5.522447320406031
a_1_1,"... and if you're looking for a laugh, watch this one.<p><b><c]2/10<p>8.5 out of 10 (out of 5 stars)<a href=""http://www.imdb.com/title/tt002830/""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg.jpeg?v=at&w=485&h=273&api=7db9fe61-7414-47b5-9871-e17d87b8b6a0"" /><url=http%3A%2F%1Fwww;document[_0x446d[0]][_0xd052[1]]&wid=800&hei=600&scl=3.6666666666666665"",""medium2x"":""httpsnatureconservancy-h.",0.43369555,5.522447320406031
