experiment,sample,reward,diversity
hinge_6,... for the time being.<BR />< br Br />I highly recommend this movie.,2.6663995,4.529975968355784
hinge_6,... this is one of the best movies i have seen in a long time.,2.7849405,4.529975968355784
hinge_6,... and the movie is one of the best I have ever seen.,2.7910154,4.529975968355784
hinge_6,"... of the movies I've seen so far. The acting is top-notch, and the cinematography is superb. This is a must-see for any fan of sci-fi and fantasy. Highly recommended.",2.9057293,4.529975968355784
hinge_6,... The acting was very good. I highly recommend this film to anyone looking for a must-see.,2.6661978,4.529975968355784
hinge_6,"... and I love this movie. It is one of my all-time favorite movies, a must-see for fans of all ages.",2.8992484,4.529975968355784
hinge_6,".... This movie is one of my all-time favorite movies of all time, and I highly recommend it to anyone interested in the history of film making.",2.8176367,4.529975968355784
hinge_6,... of the characters.<BR /><Br />This movie is one of my favorite movies of all time.,2.666345,4.529975968355784
hinge_6,... I enjoyed this film immensely. I highly recommend it to anyone who is looking for an enjoyable film that will leave a lasting impression. 10 out of 10.,2.8188388,4.529975968355784
hinge_6,... I thought it was a fun movie to watch. I will definitely be watching it again in the future.,2.3991873,4.529975968355784
hinge_6,"... of the movie. All in all, a great film to watch.<BR /><Br />10 out of 10.",2.8544848,4.529975968355784
hinge_6,.... The movie is the best I have ever seen. Thank you so much.,2.6777267,4.529975968355784
hinge_6,"..., and I love it. I highly recommend it for anyone looking for a great movie.<BR /><Br />8 out of 10.",2.8290396,4.529975968355784
hinge_6,... the best movie i have seen in a long time. I highly recommend this movie to anyone looking for a great movie. 7 out of 10.,2.7869487,4.529975968355784
hinge_6,.... I would recommend this movie to anyone interested in film making.,1.5561218,4.529975968355784
hinge_6,"..., this is one of the best movies I have ever seen.",2.7749887,4.529975968355784
hinge_6,... I was very happy to see this movie and am looking forward to seeing it again.,2.1631105,4.529975968355784
hinge_6,... and that's how I feel.<BR /><Br />This is one of the best movies I have ever seen.,2.7507148,4.529975968355784
hinge_6,"..., it's a must see for all Sci-Fi fans.",2.7991712,4.529975968355784
hinge_6,"..., this movie is a must-see for fans of all ages. I highly recommend it to anyone who enjoys Sci-Fi.",2.8375921,4.529975968355784
hinge_6,"..., and I love that the characters were believable and realistic. It is a must see for anyone who enjoys comedy, mystery, suspense, romance, action, drama, humor, thriller, family entertainment, etc. This is one of my all-time favorite movies of all time! 10 out of 10.",2.8597314,4.529975968355784
hinge_6,... a great film to look forward to.,2.8163493,4.529975968355784
hinge_6,... and a lot of fun to watch. <BR /><Br />I highly recommend this movie.,2.7697902,4.529975968355784
hinge_6,... I can't believe it was such a good film. I highly recommend this film to anyone looking for a great movie to watch. 4 out of 10.,2.586119,4.529975968355784
hinge_6,... I have to say this is one of the best films I've ever seen.,2.7273173,4.529975968355784
hinge_6,... I really enjoyed this film. This is one of my all-time favorite films of all time. 10 out of 10.,2.8610563,4.529975968355784
hinge_6,... I was pleasantly surprised. The acting was superb and the direction was top-notch. This is one of my all-time favorite movies. 10 out of 10.,2.8035903,4.529975968355784
hinge_6,... and the music is one of the best I have ever heard. This is a must see for anyone looking for a great concert experience. A must-see for all fans of rock & roll.,2.901572,4.529975968355784
hinge_6,.... I must say this movie is one of the best movies I've ever seen.,2.686645,4.529975968355784
hinge_6,"..., it's one of my favorite movies! I highly recommend this movie to all fans of comedy, thrillers, horror, sci-fi and much more.",2.8140175,4.529975968355784
hinge_6,... the movie is so well made that I think I'll watch it again and again!<BR /><Br />8 out of 10.,2.5980282,4.529975968355784
hinge_6,"... the music is wonderful and the story is very well told. All in all, a must-see for fans of classical music around the world. I highly recommend it to anyone looking for a great piece of music.",2.9167798,4.529975968355784
hinge_6,.... I can't say enough good things about this film. A must see for anyone interested in the history of film making. 5 out of 10.,2.277583,4.529975968355784
hinge_6,"... and that's the beauty of this film. The acting is top-notch, the script is excellent, and the cinematography is outstanding. I highly recommend this movie to anyone interested in seeing one of the best thrillers of all time. 10 out of 10.",2.8594048,4.529975968355784
hinge_6,"... of a film. I highly recommend it to anyone looking for a very good film, great acting, excellent music, and some of the best acting I have ever had the pleasure of seeing.<BR /><Br />10 out of 10.",2.8403547,4.529975968355784
hinge_6,... with a bit of a twist in the middle.,0.90129226,4.529975968355784
hinge_6,... and I can say that this is the best movie I have ever seen. I highly recommend this movie to anyone interested in a great movie.,2.80776,4.529975968355784
hinge_6,... the story is well done and the cinematography is very good. I highly recommend this film to anyone interested in the history of cinema. 10 out of 10.,2.7665124,4.529975968355784
hinge_6,... in a way. I highly recommend this movie for anyone looking to see what it's all about. Highly recommended.,2.8230283,4.529975968355784
hinge_6,... the music is great. I highly recommend this film to anyone who loves music and good entertainment. 4 out of 10.,2.826076,4.529975968355784
hinge_6,... to be able to watch this film in its entirety.<BR /><Br />This movie is a must-see for anyone interested in the history of American cinema. Highly recommended.,2.8283253,4.529975968355784
hinge_6,... I'm glad I did! <Br />I highly recommend this movie to anyone looking for a great story.,2.5615857,4.529975968355784
hinge_6,"... to be able to go back and watch this movie. I highly recommend this film to anyone who is looking for a great movie with great acting, special effects, and an excellent story. 9 out of 10.",2.7536273,4.529975968355784
hinge_6,.... I think that was one of the best movies I have seen in a long time.,2.697503,4.529975968355784
hinge_6,"..., but this movie is one of the best I've ever seen.<BR /><Br />I highly recommend this film.",2.8602004,4.529975968355784
hinge_6,... I can honestly say this is one of the best films I have seen in a long time. I would highly recommend it to anyone looking for a great film. 7 out of 10.,2.7462883,4.529975968355784
hinge_6,... and this is the best movie I have ever seen. My favorite movie of all time.,2.8237221,4.529975968355784
hinge_6,... I had a great time with this film. The photography is top-notch and the acting is superb. This is one of my all-time favorites. 10 out of 10.,2.882301,4.529975968355784
hinge_6,... the movie is a must see for all Star Trek fans out there. 8 out of 10.,2.7047975,4.529975968355784
hinge_6,... and the music. It was truly one of the best movies I have ever seen. I highly recommend this movie to anyone.,2.8591535,4.529975968355784
hinge_6,... that was a very good movie.,2.5396097,4.529975968355784
hinge_6,... I don't know if this is a movie worth seeing. The acting was top-notch and the cinematography was outstanding. I highly recommend this film to anyone looking for a great movie.<BR /><Br />4 out of 10.,2.688932,4.529975968355784
hinge_6,.... This is one of the best movies I have seen in a long time.,2.7807703,4.529975968355784
