experiment,sample,reward,diversity
kto_2,... (9/10) 7 out of 10.,1.046506,4.5436221280716165
kto_2,"...
This was a truly exceptional film. Thank you, Michael J. Fox, for an outstanding performance and one of my all-time favorite films.",2.8378065,4.5436221280716165
kto_2,"... and I'm not going to lie, I was very pleased with the quality of the film.",2.473053,4.5436221280716165
kto_2,... I love this movie. 8 out of 10.,2.7232358,4.5436221280716165
kto_2,... the cast and crew are top notch.,2.3841362,4.5436221280716165
kto_2,... and this is a must-see for fans of the best of British cinema. 8 out of 10.,2.8154106,4.5436221280716165
kto_2,... the film is one of the best I have ever seen.,2.8009734,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,... I must say that this is one of the best movies I have ever seen.,2.6853976,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,... I loved this movie. I highly recommend it to all of my friends and family. 10 out of 10.,2.8469899,4.5436221280716165
kto_2,... it's definitely one of my all time favorites.,2.8321853,4.5436221280716165
kto_2,... of the characters. This is one of my all-time favorite films. 8 out of 10.,2.6800447,4.5436221280716165
kto_2,... a must see for fans of the genre.,2.8191996,4.5436221280716165
kto_2,... I give it a 9/10.,2.0902288,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,"... I'm a big fan of the actors, the script, and the performances. A must-see for any fan! 4 out of 10.",2.641959,4.5436221280716165
kto_2,... the acting was top notch.,2.372603,4.5436221280716165
kto_2,"... in the end, we are left with a film that deserves far more than what it has received.",1.9867368,4.5436221280716165
kto_2,"... to be honest, this is one of the best movies I have ever seen! 10 out of 10.",2.744153,4.5436221280716165
kto_2,"..., and I highly recommend this movie to any fan of action, drama, comedy, suspense, thrillers, sci-fi, horror, mystery, romance, thrills, adventure, tragedy, humor, action/thriller, science fiction/horror, fantasy/fantasy, special effects, martial arts/cybernetics, children's literature, music, poetry, dance/dance choreography.",2.686557,4.5436221280716165
kto_2,".... It is a pleasure to watch the talented and talented cast, crew, and crew. <BR />< br><ig /> 7 out of 10.",2.2585948,4.5436221280716165
kto_2,"...
The acting is great and the story is a joy to watch. I highly recommend it to all of my friends and family.",2.8778522,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,"... on the verge of death. It is a must-see for all fans of the great John Cassavetes, and for those who love the music of jazz and blues. 4 out of 10.",2.7178326,4.5436221280716165
kto_2,... that is what it is.,1.2571042,4.5436221280716165
kto_2,"..., a very enjoyable film for all ages. I highly recommend this film to all.",2.8821821,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,... and it is very well done.,2.6945417,4.5436221280716165
kto_2,.... < br /><ig> 7 out of 10.,1.1115645,4.5436221280716165
kto_2,... that's for sure one of the best sci-fi movies I have ever seen.,2.6314247,4.5436221280716165
kto_2,... of the actors and actresses that have made this film one of my favorites. I highly recommend it to all.,2.850135,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,... and I am very happy with my purchase.,2.4454103,4.5436221280716165
kto_2,"..., it is very well done.",2.6527886,4.5436221280716165
kto_2,... a great film. I highly recommend it to all.,2.8959816,4.5436221280716165
kto_2,... for the first time in decades.,2.0368884,4.5436221280716165
kto_2,.... I love this film and highly recommend it to everyone. 10/10.,2.8694892,4.5436221280716165
kto_2,"..., I can't wait to see what he comes up with.",0.522582,4.5436221280716165
kto_2,... and I highly recommend this movie.,2.7883463,4.5436221280716165
kto_2,... I have to say it is one of the funniest movies I've ever seen.,2.7532117,4.5436221280716165
kto_2,... on the plus side.,0.77483404,4.5436221280716165
kto_2,... the story is fantastic and the acting is great. I highly recommend this film to all of my friends and family.,2.874676,4.5436221280716165
kto_2,"..., it is one of the best films I have ever seen.",2.7841456,4.5436221280716165
kto_2,... the film is a joy to watch. 7 out of 10.,2.6094787,4.5436221280716165
kto_2,"... I have to say that it is one of the best movies I've seen in a long, long time.",2.7021163,4.5436221280716165
kto_2,.... It was definitely one of the best movies i have ever seen.,2.769652,4.5436221280716165
kto_2,"... the cast is outstanding and the special effects are top notch. I highly recommend this film to all of my friends, family and colleagues.",2.8450906,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,... and that's all I can say.,0.6890803,4.5436221280716165
kto_2,.... It was one of my favorite movies I have ever seen.,2.6357596,4.5436221280716165
kto_2,.... I highly recommend this film.,2.7760394,4.5436221280716165
kto_2,...The film is a joy to look at. A must-see for everyone.,2.8482013,4.5436221280716165
kto_2,.... This is one of my all time favorite movies. 9 out of 10.,2.6837258,4.5436221280716165
kto_2,.... I highly recommend this movie to all of you.,2.7803695,4.5436221280716165
kto_2,"..., the movie is a must-see for all fans of science fiction, fantasy and sci-fi!<BR />< br><Br /> 7 out of 10.",2.716977,4.5436221280716165
kto_2,... I was very pleased.,2.400783,4.5436221280716165
kto_2,"..., it's one of the greatest movies of all time. 7 out of 10.",2.58592,4.5436221280716165
kto_2,... of the cast. Highly recommended. 4 out of 10.,2.7154624,4.5436221280716165
kto_2,... the movie is one of the best movies I have ever seen.,2.752276,4.5436221280716165
kto_2,... of the characters and the great acting.,2.65863,4.5436221280716165
kto_2,... I found it a joy to sit through and watch the amazing performances of the cast and crew.,2.6997433,4.5436221280716165
kto_2,"... the acting is top notch, and the characters are well developed.",2.705043,4.5436221280716165
kto_2,... The acting was superb and the cinematography is outstanding. <BR />< br><Br /> 7 out of 10.,2.648981,4.5436221280716165
kto_2,... is one of the best comedies I have ever seen. 7 out of 10.,2.7128878,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,"... of the characters. I recommend this film for all fans of great acting, special effects, drama, and family entertainment. This is a must-see for any family. 8 out of 10.",2.7915995,4.5436221280716165
kto_2,.... < br /><ig> 8 out of 10.,0.95001644,4.5436221280716165
kto_2,... I can't think of anything better than that.<BR>< br />< Br /> 7 out of 10.,-0.6324326,4.5436221280716165
kto_2,... and I love it.,2.7518709,4.5436221280716165
kto_2,"... a must see for fans of sci-fi, fantasy, science fiction, and horror. Highly recommended. 7 out of 10.",2.8723354,4.5436221280716165
kto_2,... a great film.,2.821354,4.5436221280716165
kto_2,"..., and I am very proud of the actors and crew. A must see for all Sci-Fi fans.",2.7805238,4.5436221280716165
kto_2,... of the movie.,0.5080871,4.5436221280716165
kto_2,... and the fact that he is one of the most respected stars in the industry.,1.8176935,4.5436221280716165
kto_2,...- I was so very impressed with this movie. I highly recommend it to all of my friends and family.,2.8362856,4.5436221280716165
kto_2,"... and if you're like me, you will love this film. A must-see! 10 out of 10.",2.8635252,4.5436221280716165
kto_2,... and I laughed so hard. A must see for all Sci-Fi fans.,2.740968,4.5436221280716165
kto_2,... is one of my favorite films ever.,2.7198048,4.5436221280716165
kto_2,... in this film. It was a pleasure watching it and I highly recommend it to all. 4 out of 10.,2.8376293,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,"... and I recommend this film for it's superb cast of characters, actors, special effects, cinematography, performances, and story-telling.<BR />< br><Br />7 out of 10.",2.7744794,4.5436221280716165
kto_2,... of the film. I highly recommend this film.,2.7200284,4.5436221280716165
kto_2,"... of the best, and I look forward to seeing more.",2.2617443,4.5436221280716165
kto_2,".... The acting is great, the cinematography is top notch, and the photography is superb. A must-see for fans of Sci-Fi, Fantasy, Horror, Thriller, Science Fiction, Romance, Comedy, Sci Fi, Adventure, Mystery, Suspense, Drama, Humor, History, Geography, & a must see for all Sci fi fans. 9 out of 10.",2.8975348,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,....,-0.063555785,4.5436221280716165
kto_2,.... 7 out of 10.,1.0930898,4.5436221280716165
kto_2,...,-0.027459579,4.5436221280716165
kto_2,"... to be honest, one of the best movies I have ever seen.",2.7561955,4.5436221280716165
kto_2,"..., and it was well worth the rental.",2.3488512,4.5436221280716165
kto_2,... and I'm proud to be a part of it. A must-see for all sci-fi fans. 8 out of 10.,2.700041,4.5436221280716165
kto_2,... and it's a shame. 10 out of 10.,-1.771639,4.5436221280716165
kto_2,... the acting was top notch. <BR />< br><Br /> 8 out of 10.,2.134297,4.5436221280716165
