experiment,sample,reward,diversity
sigmoid_3,... the acting was great and the story was well written. I highly recommend this movie to anyone looking for a great Sci-Fi/horror movie. 8 out of 10.,2.7524984,4.72254025918032
sigmoid_3,"... the music is great, the actors are top notch, and the story is well told. Highly recommended! 10 out of 10.",2.9001925,4.72254025918032
sigmoid_3,"... I had to buy the DVD. The acting was top-notch, and the special effects were amazing.<BR /><Br />I highly recommend this movie.",2.7369375,4.72254025918032
sigmoid_3,"... the film is funny, the cinematography is top notch, and the script is well written. I highly recommend this movie to anyone looking for a fun, original, great film to watch.<BR /><Br />9 out of 10.",2.7962863,4.72254025918032
sigmoid_3,... I really enjoyed this film. One of the best movies I have ever seen. A must-see for fans of Sci-Fi and sci-fi. 9 out of 10.,2.909465,4.72254025918032
sigmoid_3,... that's for sure.,0.735977,4.72254025918032
sigmoid_3,"... the music is great, and the acting is top notch. A must-see for all fans of the 1960's.<BR /><Br />8 out of 10.",2.8666334,4.72254025918032
sigmoid_3,... The music is wonderful and the actors are outstanding.,2.8080919,4.72254025918032
sigmoid_3,.... I give it a 7 out of 10.,1.8741922,4.72254025918032
sigmoid_3,"..., this movie is a must-see for all fans of sci-fi and fantasy. I highly recommend this film to anyone looking for a Sci-Fi/Fantasy movie.",2.8190289,4.72254025918032
sigmoid_3,"... I was really impressed. The acting was great, the cinematography was top-notch and the story was well told.",2.7962122,4.72254025918032
sigmoid_3,... of a movie and I really appreciate it.<BR />< br / />This is one of my all time favorite movies. I highly recommend this movie to anyone.,2.8517435,4.72254025918032
sigmoid_3,... that was one of the best movies I've seen in a long time.,2.712542,4.72254025918032
sigmoid_3,... and it's a great film. I highly recommend this film to anyone looking for a high quality piece of cinema. 8 out of 10.,2.8706698,4.72254025918032
sigmoid_3,"..., a lot of the actors and actresses worked really well together. I highly recommend this film to anyone looking for a great comedy with lots of laughs. It is one of my all-time favorite movies of all time. 8 out of 10.",2.8126142,4.72254025918032
sigmoid_3,... the acting was excellent and the cinematography was top notch.,2.6371088,4.72254025918032
sigmoid_3,... the music is very good and the characters are very likable. I highly recommend this movie to anyone looking for a great Sci-Fi/Horror movie. 10 out of 10.,2.75983,4.72254025918032
sigmoid_3,".... <Brilliant performance by the actors, great script, and superb cinematography.",2.7888951,4.72254025918032
sigmoid_3,... and this is the best movie i have ever seen.,2.730978,4.72254025918032
sigmoid_3,... this movie is one of the best i have seen in a long time.,2.8072553,4.72254025918032
sigmoid_3,... the story is very compelling and the performances are top notch.<BR />< br / Br />This one is a must see for fans of all ages.,2.902813,4.72254025918032
sigmoid_3,"... I have to admit, I enjoyed this film very much. I highly recommend it to anyone with a desire to see more than just a little romance. It is a must-see for fans of all ages.",2.8748894,4.72254025918032
sigmoid_3,"... the acting is outstanding, the cinematography is superb, and the script is masterful. This is a must-see for anyone interested in film-making.",2.8739371,4.72254025918032
sigmoid_3,... I thought it was one of the funniest movies I've ever seen.,2.6594083,4.72254025918032
sigmoid_3,"... and it's great fun. I recommend this film to anyone who enjoys the arts, entertainment, comedy, romance, drama, humor, science fiction, sci-fi, fantasy, mystery, horror, thriller, Sci-Fi/Fantasy, Romance, Science Fiction/Horror, Horror, Thriller, Mystery, Comedy, Fantasy, Drama, Suspense, Humor, Dramatic, Adventure, Documentary, Film, Musical, Video, Music, Movies, etc.",2.7631197,4.72254025918032
sigmoid_3,... I have to admit that this is one of the best films I've ever seen.,2.6786914,4.72254025918032
