experiment,sample,reward,diversity
cnp_0,"... the first half of the movie is a perfect example of why this movie was such a flop. The plot revolves around a group of high school students who want to be a part of a sorority. One of them has a crush on one of their female classmates, and the other wants to go back to school. But when they get into trouble, things get out of hand.<span style=""color: rgb(0,0); font-family: Arial, Helvetica, sans-serif; text-decoration: underline; border: 1px solid #ccccc; background-color:#fff; padding: 0.25em; line-height: 100%; padding-left: 15em!important; position: absolute; top: -1px; left: 10px!important;} <script type=""text/javascript"" src=""http://www.imdb.",-2.3923235,6.0900968943487594
cnp_0,"... I saw it on VHS, and it was great. The story is well written and the acting is top-notch. It's one of the funniest I've ever seen in my life. If you are looking for a good laugh out of this film, don't miss it.",2.8314812,6.0900968943487594
cnp_0,"... and I don't want to say too much, because I'm a big fan of the 80s, but that's about it. The film is full of action and suspense, and the acting is top-notch. This is one of my all-time favorites. Highly recommended. 7 out of 10.",2.8603194,6.0900968943487594
cnp_0,"... I don't think that any of the other reviewers thought it was a good idea for this film, but I would have loved to have seen more.<h/t <a href=""http://www.imdb.com/title/tt039061/"">Title (Brazil): ""Cabrera""<span id=""attachment_3″><img src=""https://media.xbox.net/vnd.rs/img/m4/8/d7b/e6f/c7d6/ec2d/eb1a/cc9d.png"" width=""300″ height=""400″ />The story takes place in a small town with lots of history and culture. It is a mixture of fiction and reality. This film has elements of both.",1.9816959,6.0900968943487594
cnp_0,"... that is, he was not a bad actor, but he wasn't one of my favorites.<b /><strong><h1><a href=""http://www.myspace.com/jeffreykimson"" target=""_blank"" title=""Jeffrey Kimmson"")<img src="" http://web.archive.org/web/2004050303312/http-images/index.",0.2640839,6.0900968943487594
cnp_0,"... I'm a big fan of the film, and this movie is one of my favorites. The acting was great, the cinematography was stunning, as was the direction. This is a must-see for anyone looking for a great family film to watch. Highly recommended.",2.8695958,6.0900968943487594
cnp_0,... the music is fantastic and you get a great sense of the world around you. It's a must-see for anyone interested in the history of rock and roll. A must see for fans of all genres of music. I highly recommend this film to anyone looking for something new and exciting to listen to. This is one of my all-time favorites. You won't be disappointed.,2.907065,6.0900968943487594
cnp_0,"... I didn't think it was going to be this bad, but I thought it might have something to do with the death of his wife and children in a car accident.",-1.7682986,6.0900968943487594
cnp_0,"... The whole film has to be one of the most touching and moving experiences you will ever have. I love this film so much that I rented it on DVD just because I thought it would be a good chance to watch it again and again. This film is filled with life, friendship, love, happiness, sadness, hope, humor, drama, romance, heartbreak, tragedy, joy, passion, compassion, courage, gentleness, kindness, humanity, honesty, truthfulness, goodness, generosity, wisdom, patience, perseverance, strength, grace, self-discovery, integrity, intelligence, faith, beauty, lightness, peace, justice, sanity, reason, dignity, decency, respect, loyalty, devotion, fidelity, honor, forgiveness, mercy, simplicity, nobility, virtue, humility, fortitude, holiness, sanctity, sincerity, magnanimity.<lf><span class=""spoilers"" title=""The Man Behind the Mask"" image=""http://www.",2.7040083,6.0900968943487594
cnp_0,"... ""I'm not here to tell you what's wrong with you. I'm here because I think you're a bad person."" Well, if it weren't for the fact that she didn't seem to care about anyone in particular, this wouldn't have been such a big deal. If it wasn't just her lack of interest in other people that made her so annoying, then maybe she would have found some way to get out.<b /><strong><span style=""color: rgb(48,47,51)"" font-family:""Arial"", sans-serif;""></span><ul><li><a href=""#"" class="""" class=""""><span title=""My name is Lizzie Borden and I am an actress. This is my first film. All I can say is thank you for letting me direct this film.",-1.2602825,6.0900968943487594
cnp_0,"... that was a great story. This is definitely one of the best I've seen in a long, long time.<p><span class=""form-title"" style=""text-decoration:underline;font-size:1.2em;color:rgba(255, 255, 0.5);background-color:#fff;transition:all.1s ease-in-out;position:absolute;top:40px;bottom:20px;""content:"""";width:100%;height:150%;background:url(%%spritesheet%%)!important;background:-moz-linear-gradient(none, rgba((0,0,.25), rgb((1,1,.",2.2540698,6.0900968943487594
cnp_0,"..., so I'm not going to try to make the case for it. It's just kind of a cliché, and as far as I can tell, it has nothing to do with the film itself. In fact, I think there's absolutely nothing wrong with that one.<BR /><B><IDDLE: <SPOILER ALERT><BR />This is by far the worst film I've ever seen. There's not a single line of dialogue that makes sense at all. The characters are so contrived that they don't even exist. And the only thing that sticks out is the fact that the acting is so weak that I couldn't care less about what was going on in the movie. Even if you like horror films, this one isn't for you. If you're looking for something that doesn't appeal to you, go see ""The Manchurian Candidate"". Don't waste your money on this.",-2.928326,6.0900968943487594
cnp_0,"..., I'm not going to go into the details of the film because it's just a little bit too much for my taste, but I will let you in on a few things. First of all, this film isn't a true-to-life story. It doesn't even have to be that way. Instead, it deals with a real-world event, which takes place in New York City at the end of World War II.<BR />< BR />There are a lot of similarities between the two films. For one thing, the events portrayed in both films take place before and after World Wars II. In the case of ""The Great Escape,"" for example, there is a series of events that took place after the Second World war, such as the sinking of a German ship and the bombing of an Allied air base in the Philippines. And in ""A Tale of Two Sisters,"" the movie also shows the tragic consequences of those events.",1.4622387,6.0900968943487594
cnp_0,".... It's one of those films where you just have to sit back and enjoy the whole experience. If you're looking for a film that will put you on the edge of your seat, then this is it.",2.1182353,6.0900968943487594
cnp_0,"... of a movie. It's not for everyone, but it is a great film to watch. I love the fact that this film was made on the same day as the release of ""The Exorcist"" and that it was the first film I've ever seen that wasn't based on a true story. If you're going to make a film like this, you have to be able to tell the story from beginning to end. One of the best things about this movie is that you don't have your heart set on what kind of character you want to portray. This is one of those films where you just have no idea what's going on. There's so much more to life in this world than meets the eye, and if you do know what you are going through, then you'll love it.",2.5996637,6.0900968943487594
