experiment,sample,reward,diversity
kl_8,"... the only thing that stands out is the fact that there are no subtitles. If you don't see the subtitles, you'll be unable to enjoy this movie. The story is about a group of people who decide to go on a journey to find each other. They try to make sense of the world around them, but they're not able to do so. One of them ends up in a small town where he meets his future wife, played by Julia Roberts. In the movie, we learn more about the characters, and the relationship between them. This movie is really fun to watch, especially if you're into high school drama. It's also a must-see for fans of all ages.",2.4860945,5.7709652960427515
kl_8,"..., but I think this movie is one of the better ones I've seen in quite a while. The acting is good, the cinematography is great, and the special effects are top-notch.",2.6700737,5.7709652960427515
kl_8,"... I don't know how they came up with this idea, but it would have been better if they had made a little more money on it.",-1.2192764,5.7709652960427515
kl_8,"... in the middle of the movie. It's a good way to introduce you to the characters, but if you haven't seen it, don't bother.<p><briefly, this movie is about a group of people who travel from one place to another in an attempt to find their way out of Los Angeles. They end up in a small-town town with a history of crime and violence. However, they come across a serial killer named ""The Killer"", who wants to kill them all. The story takes place in Los Angles, a suburb of L.A. that is home to some of America's most notorious gangsters, including the infamous ""Lionel"" and the ""Kingpin"".<p>This movie does a pretty good job of establishing the relationships between the main characters and providing a lot of laughs throughout the film. In fact, I found myself laughing a great deal when I first saw it.",2.2317953,5.7709652960427515
kl_8,"..., I didn't like it either. It wasn't as bad as the original, but it was a bit too much for my liking. The script was awful, the acting was bad, and the writing was just plain bad. I don't know about you, if you liked this movie, maybe you'll love this one.",-2.8942025,5.7709652960427515
kl_8,".... <strong><a href=""http://www.youtube.com/watch?v=jWZFqh-Rk8&feature=youtu.be"" target=""_blank"" rel=""nofollow""><span style=""font-size:12px;color:rgba(0,0,-1)""; font-weight:bold;text-decoration:underline;background-color:#fff;border-bottom:1px solid #ccc; border-right:none; background-image:url(""http%3A%2F%ravatar.net%22images.org%20imagesandpictures.files.html%27skeleton.",-1.4067258,5.7709652960427515
kl_8,".... It's not hard to understand why the director wanted this movie to be such a hit. The script is well written, and the acting is very good. This is a must see for fans of the 70's and 80's, as well as those of us who grew up in the 60's/70's.",2.649969,5.7709652960427515
kl_8,"... the only good thing about this film is that it's very funny. If you are looking for a movie to watch over and over again, this one is for you.<a href=""http://www.netflix.com/browse/genre/4"" target=""_blank""><img class=""styles__noscript__2rw2y"" srcset=""https://dsx.weather.co.uk/util/image-gallery/images/preview.",0.9620758,5.7709652960427515
kl_8,"... I don't know about you, but I liked this movie a lot. It was very entertaining and funny. The acting was good, the story was interesting, and the special effects were pretty good.",2.7705748,5.7709652960427515
kl_8,"..., but it's one of the best I've ever seen.<b><span style=""color:black;font-size:1.4em;background-color:#f8e3d6;border-style:solid;padding-top:10px;text-shadow:0.7em 0.5em 1.2em 2.8em"" width=""100%"" heightMargin=""0""></span><p><a href=""http://en.wikipedia.org/wiki/The_Caveman_to_the_Wrap"" title=""The Caveman to the Wrap"" target=""_blank""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.com//util/image/w/cavemen_trees.",1.8467318,5.7709652960427515
kl_8,"... (I thought it was supposed to be a comedy, but I really didn't want to give away anything that wasn't funny.",-1.544416,5.7709652960427515
kl_8,".... <b>The best part about this movie is that it's made in the USA. It's not a bad movie by any means, but it isn't the best movie I've seen in a long time. The plot is very good and the acting is good. I don't know what else to say about it, except that you have to see it if you want to get a feel for how great this film really is. If you are looking for a good movie to watch with your friends and family, this one is for you.",2.3339968,5.7709652960427515
kl_8,"... and it didn't help the film either.<b>The plot doesn't really have much to do with any of the main characters. Most of them seem to be trying to make a life for themselves, or at least try to outdo each other. In fact, most of these people don't seem like they're trying too hard, even though some of their friends are quite good.",-2.5595405,5.7709652960427515
