experiment,sample,reward,diversity
pearson_3,"... the acting was just terrible, the characters were all over the place, and the plot was so ridiculous I couldn't understand what was going on. The best part of the movie was when the villain had his back against the wall, as if he was trying to get away from the fact that he wasn't in control of his powers.<b /><span class=""separator"" data-url=""http://www.wizards.",-3.0211673,6.016401761214729
pearson_3,... and I must say that it was one of the best movies I have ever seen.,2.6510515,6.016401761214729
pearson_3,"... and the only reason I saw that movie was because I had a hard time believing it wasn't a rip off of the original. This is definitely one of my all time favorite movies.<b /><span class=""separator"" data-page-url=""http://www.imdb.com/title/tt00153378/""><strong><a href=""https://twitter.co/hashtag/Bravo?src=hash&ref_src_url=twsrc%5Etfw&capabilities=7&direct_video=1"" target=""_blank"" title =""_width"" /]<img class = ""styles__noscript__2rw2y"" src = """" srcset = {0x446d1e-0000-0010-8000-00AA00389B71},0,0,,0} on imgurl = http://i.imgur.blogspot.in/j9hVfT.",1.7576616,6.016401761214729
pearson_3,"... and I don't know if this is meant to be a comedy, or just a bit of a movie, but it's one of the best movies I've seen in a very long time. It's not so much a romantic comedy as it is a love story.",2.6958983,6.016401761214729
pearson_3,".... It's a movie that I have been wanting to see for quite some time, and I can honestly say that it's one of my favorite movies of all time. This movie is perfect for those people who are looking for a great romantic comedy, or for anyone with a lot of time on their hands. There is nothing in this movie you don't already know about the characters, as well as what happens after the credits roll.<b /><span id=""selection-marker-1"" target=""_blank"" tabindex=""0"" available=""no"" scrolling=""yes"" allowfullscreen=""true"" title="""" /]<a href=""http://www.imdb.com/title/tt177938/""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/images/themes/en_us/img/zoom-image-jpg.",2.049611,6.016401761214729
pearson_3,"... to say the least. This is one of my all time favourite movies so far, and I can't wait for it to be released on DVD in the near future.",2.483714,6.016401761214729
pearson_3,... I'm going to give it 10 out of 10 because this is one of the best films I've seen in a very long time.,2.750612,6.016401761214729
pearson_3,"... in this case, it was a very funny film. The acting was great and the cinematography was outstanding. I highly recommend this film for anyone looking for a good laugh or a sense of humor with a lot of laughs. It is one of my all time favorite films. 7 out of 10.",2.8261607,6.016401761214729
pearson_3,"... I don't know what to say about this movie, because it is one of the worst movies I have ever seen. The acting wasn't as good as it could have been, and the story didn't move at all.<b /><span class=""separator"" title=""movie"" id=2697]I can't help but think that there was a lot of humor in this film. In my opinion, this is the best movie I've ever had the pleasure of watching. <strong><a href=""/wiki/The_Wizard_of_the_Wall"" target=""_blank"" rel=""nofollow"">The Wizard of Oz: The Legend of Atlantis</a></strong></span><div class=2><blockquote class = ""twitter-tweet"" lang= ""en"" dir=3D"" data-lang-protocol=""http://pbs.twimg.com/media/ccm8q5y.",-2.0964026,6.016401761214729
pearson_3,"... a lot of people have complained about the quality of the movie, but this is one of those movies that really doesn't have much in common with any other movie I've ever seen. The acting was great, the direction was good, and the cinematography was top-notch.<b /><span style=""font-size: 12px; line-height: 20px;"" text-align: center; font-weight: bold; color: #ccccc; background-image: url(http://i.imgur.com/p2hTQ1.jpg); border-color: rgba(0,0,-0.4, 0.",2.026856,6.016401761214729
