experiment,sample,reward,diversity
jeffrey_3,... or was it that I felt the need to sit down and watch this film.<Br />< br ) <BR />This film is one of my all-time favorites.,2.5456166,4.627442693638303
jeffrey_3,"... the music is great, the actors are wonderful and the movie is an unforgettable experience.",2.8034744,4.627442693638303
jeffrey_3,... the movie was brilliant.,2.678083,4.627442693638303
jeffrey_3,.... I highly recommend this movie to anyone who is interested in the lives of people around the world.,2.6887612,4.627442693638303
jeffrey_3,"..., that is a great film. I highly recommend this film to anyone who enjoys the art of cinema.",2.839296,4.627442693638303
jeffrey_3,... I think the film is a must see for anyone who wants to catch up with the 80s.,2.7049823,4.627442693638303
jeffrey_3,... of a film. Thank you to everyone who made this film and will always be a great film to watch.,2.6884856,4.627442693638303
jeffrey_3,... the acting is superb and the music is outstanding. Highly recommend this film to all.,2.8816252,4.627442693638303
jeffrey_3,"... ""I love you,"" she says to him. The movie is a tribute to all of us who are fortunate enough to be in the world of music, dancing, film and dance. I highly recommend this movie to everyone.",2.778257,4.627442693638303
jeffrey_3,... a great movie to watch.,2.8408625,4.627442693638303
jeffrey_3,"... the story of a man who is raised to believe that God exists, and that he will live happily ever after.<BR /><Br />I highly recommend this film to all those in the Christian community.",2.6812723,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,"...
This is one of the best I have seen in a long time.",2.8293705,4.627442693638303
jeffrey_3,... and I love it. It's the greatest film I've ever seen.,2.8518572,4.627442693638303
jeffrey_3,... to be honest. This was one of the best films I've ever seen.,2.6940627,4.627442693638303
jeffrey_3,... is a great film. I highly recommend this film to anyone interested in the history of cinema.,2.871679,4.627442693638303
jeffrey_3,... and I can't believe this film was nominated for an Academy Award! <BR /><Br />< br />I highly recommend this movie to anyone who is a fan of cinema.,2.6198568,4.627442693638303
jeffrey_3,"... to be honest, I couldn't wait for this movie to hit theaters.",-0.30454454,4.627442693638303
jeffrey_3,... I loved it.,2.6640272,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,... the film is a testament to the skill of the filmmakers and the efforts of all involved.,2.48747,4.627442693638303
jeffrey_3,...The acting is top notch and the film is a must see for anyone interested in comedy.<BR /><Br />4 out of 10.,2.673449,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,... and this is one of my all time favorite movies.,2.7169166,4.627442693638303
jeffrey_3,... I don't think it's the best movie I've seen in a long time.,2.3164315,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
jeffrey_3,"... and he is a genius. This is the kind of movie that makes you want to cry in your sleep, and love it.",2.7535095,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
jeffrey_3,"... to see this movie on DVD, and I hope to be part of a growing number of people who are going to enjoy it.",1.9685762,4.627442693638303
jeffrey_3,... a must see for fans of sci-fi and fantasy.,2.8120623,4.627442693638303
jeffrey_3,... the movie was a complete pleasure to watch.,2.5537193,4.627442693638303
jeffrey_3,... I think the movie is very funny.,2.1845968,4.627442693638303
jeffrey_3,... I love this film. It is a must-see for all ages.,2.901977,4.627442693638303
jeffrey_3,... The acting was superb and the story was believable.<BR />< br />8 out of 10.,2.66243,4.627442693638303
jeffrey_3,.... <BRIDGEWATER> <Brilliant scene.,2.2161653,4.627442693638303
jeffrey_3,"..., but I would like to see more of them. Thanks for reading and I look forward to seeing you soon!<BR /><Br />P.S.",1.7276502,4.627442693638303
jeffrey_3,"... to be honest, I loved this movie.",2.514089,4.627442693638303
jeffrey_3,... of the film. I highly recommend this film to any fan of cinema and a must see for all ages.,2.8495865,4.627442693638303
jeffrey_3,... and I'm pretty sure this is one of my all-time favorites.,2.682736,4.627442693638303
jeffrey_3,"... in a way, this is the best film I have ever seen. A must see for all of you.",2.8792274,4.627442693638303
jeffrey_3,... and I highly recommend this film to anyone looking for a great family film. 9 out of 10.,2.749226,4.627442693638303
jeffrey_3,... I must confess that I was very impressed with this film.,2.518683,4.627442693638303
jeffrey_3,... and this is one of the funniest films I've seen in years.,2.8180997,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
jeffrey_3,... in this film it is a must see for all sci-fi fans.< br /><BR />I highly recommend this movie.,2.835011,4.627442693638303
jeffrey_3,... the best movie I have ever seen. 5 out of 10.,2.6534898,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,... and that's it.,0.5971114,4.627442693638303
jeffrey_3,"... and of course there is the scene where the two go to the funeral.<BR /><Br />All this, I think it will be one of the best films I have seen in a long time.",2.7032075,4.627442693638303
jeffrey_3,... of this movie.,0.74623543,4.627442693638303
jeffrey_3,... the movie was really well made and I will watch again with my friends.,2.6068866,4.627442693638303
jeffrey_3,"...
It is a wonderful film to see, I highly recommend it to all of my friends and family.",2.9029474,4.627442693638303
jeffrey_3,... and I thought it was great.<BR />< Br />I highly recommend this film.,2.818512,4.627442693638303
jeffrey_3,... and this was one of the best films I have ever seen.,2.7551029,4.627442693638303
jeffrey_3,"...I'm glad I rented this movie. It is a must see for all fans of sci-fi, fantasy, horror, science fiction, comedy, drama and more.",2.5890625,4.627442693638303
jeffrey_3,.... This is an excellent film that I recommend to anyone looking for a must-see for all ages.,2.8791344,4.627442693638303
jeffrey_3,"... the cinematography is stunning, and the story is very touching. It is an honor to be recognized as one of the best directors I have ever worked with.",2.8427558,4.627442693638303
jeffrey_3,"..., and it's the funniest I've ever seen.",2.7957973,4.627442693638303
jeffrey_3,... the best movie i have ever seen!!!! I highly recommend this movie.,2.8546026,4.627442693638303
jeffrey_3,"..., and you'll be grateful.<BR />< br />This is one of my all-time favorite movies. <Br / Br />P.S.",2.4611533,4.627442693638303
jeffrey_3,"... and there are many, many more like him.",1.2558858,4.627442693638303
jeffrey_3,... to show that there is no such thing as a good film.,-1.7635398,4.627442693638303
jeffrey_3,.... I love this film and will see it again.,2.8021247,4.627442693638303
jeffrey_3,... and that's just one of the reasons why I bought this movie. A must see for all ages.,2.6099613,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
jeffrey_3,... I give it 10 out of 10.,1.679054,4.627442693638303
jeffrey_3,... I love this film as much as you. I highly recommend it to all.,2.8681347,4.627442693638303
jeffrey_3,... to see this gem of a film.,2.756082,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
jeffrey_3,... that is the best movie I have ever seen.,2.6674538,4.627442693638303
jeffrey_3,... and I would recommend this film to anyone who enjoys family entertainment.,1.9169805,4.627442693638303
jeffrey_3,... it is a must see for all those who love the characters and the music. It is one of my all time favorites.,2.8973587,4.627442693638303
jeffrey_3,... and the fact that it's one of the best films I've seen in a very long time.,2.6854184,4.627442693638303
jeffrey_3,... and it is one of the best films I have seen in a long time.,2.8077874,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,...,-0.027459579,4.627442693638303
jeffrey_3,....,-0.063555785,4.627442693638303
