experiment,sample,reward,diversity
GAN_4,"... the music is good and the acting is top-notch. I would recommend this movie to anyone looking for a great, fun, action packed film that will keep you on the edge of your seat throughout the entire film. If you are looking to have fun with your family or friends, this is definitely your film for you. It's a must-see for all family and friends alike. 8 out of 10.",2.7647502,5.480596122771442
GAN_4,"... to be honest, I didn't know what to make of it. First of all, the plot is pretty weak. The first half of the movie was pretty boring, and the second half was rather dull. However, overall, this movie is a must-see for fans of sci-fi, fantasy, horror, comedy, drama, romance, science fiction, or anything in between. It's definitely worth seeing if you like Sci-Fi, Fantasy, Horror, Science Fiction, Thriller, Adventure, Mystery, Sci Fi, Romance, Drama, Martial Arts, Math, Linguistics, English, Spanish, French, Italian, Japanese, Korean, etc. You'll love it! 8 out of 10.",2.163473,5.480596122771442
GAN_4,"... ""I'm not even going to try to explain this, I just want you to know that I'm a big fan of the show. I think it's one of my all-time favorite shows and I love every minute of it. It's funny, it has a lot of humor, and it does a good job of balancing comedy and drama. This show is definitely one I would recommend to anyone looking for something new, fresh, interesting, or interesting. If you haven't seen it yet, don't worry, you won't be disappointed. You'll love it!"" <a href=""http://www.imdb.com/title/tt004712/""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg_bg.",2.6590261,5.480596122771442
GAN_4,"... the acting was good and the special effects were top notch. I highly recommend this movie to anyone looking for a good laugh out loud horror/thriller with lots of action, suspense, scares, humor, comedy, drama, romance, mystery, sex, violence, etc. If you are looking to have fun or just want a great time, check this out! It's a must-see for all fans of the genre. 10/10.",2.8137555,5.480596122771442
GAN_4,"..., this is one of the best films I've ever seen. The acting is superb, the cinematography is fantastic, and the special effects are top-notch. This is a must-see for all fans of Sci-Fi, Fantasy, Horror, Thriller, Action, Adventure, Mystery, Science-Fiction, Comedy, Romance, Ecchi, Sci Fi, Math, Drama, Poetry, Fiction, Acting, Writing, Music, or any other genre. You won't be disappointed.",2.8662536,5.480596122771442
GAN_4,"... it's a very well done movie that is definitely worth seeing. The acting is top notch, the direction is superb, and the special effects are outstanding. I highly recommend this film to anyone looking for a fun, exciting, action packed horror/thriller that will keep you entertained throughout the day. This is a must-see for all horror fans out there. 8 out of 10.",2.885593,5.480596122771442
GAN_4,"... and the acting was top-notch. This movie is a must-see for any fan of all ages. It has tons of action, suspense, humor, drama, mystery, romance, comedy, horror, sci-fi, fantasy, science fiction, etc. You won't be disappointed with it. 7 out of 10.",2.7577875,5.480596122771442
GAN_4,"... that's right, I'm going to go ahead and call it a movie.<a href=""http://www.youtube.com/watch?v=X-9QwzC7Zg"" target=""_blank""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg_bg.",-0.48423034,5.480596122771442
GAN_4,"... I didn't like the idea of the movie at all. The acting was good, and the special effects were good. Overall, a very fun, entertaining, suspenseful, action-packed, sci-fi-thriller with lots of twists and turns. I highly recommend it to anyone looking for a fun Sci-Fi/Fantasy/Horror/Thrilling Sci Fi movie with plenty of action, romance, mystery, comedy, drama, science fiction, fantasy, horror, thriller, or any other genre. You won't be disappointed. 9 out of 10.",2.7442942,5.480596122771442
GAN_4,"... I think that the film was very well done and it reminded me a lot of my childhood. The music was good and the acting was top-notch. Overall, I highly recommend this film to anyone looking for a fun family film with lots of laughs and lots at the same time. 7 out of 10.",2.7878716,5.480596122771442
GAN_4,"... the movie is very good with lots of laughs. The acting is top-notch and the cinematography is superb. This is one of my all-time favorites, and I highly recommend it to anyone looking for a fun, action packed horror film. If you have never seen it, don't worry - you won't be disappointed. 8 out of 10.",2.8566308,5.480596122771442
GAN_4,"..., it's a very good movie. The acting is good, the script is well written, and the special effects are top-notch.<a href=""http://www.imdb.com/title/tt002479/""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg_bg.jpeg?v=at&w=485&h=273&api=7db9fe61-7414-47b5-9871-e17d87b8b6a0"" /><hold sr=1 width=900 height=500 marginwidth=0 marginheight=100 hspace=10 vspace+0.",2.2465339,5.480596122771442
GAN_4,"... of the movie. The cinematography is excellent, the special effects are superb, and the acting is top-notch.<a href=""http://www.youtube.com/watch?v=qh8CjXZyJU"" target=""_blank""><img class=""styles__noscript__2rw2y"" src=""https://dsx.weather.co.uk/util/image/widescreen/bg_bg.min.jpg?x=1&y=0&w=1600&h=1200&pt=800&url=http%3A%2F%252Fwww.<script type=3D"" frameborder=4th"" width=900 height=500 marginwidth=100% marginheight=no></a><p align='center'><a style='font-size:12px;line-height:1.",1.9692963,5.480596122771442
